location,city,country,utc,local,parameter,value,unit,latitude,longitude,attribution
Mesa-Pepoit Way (tem,Kennewick-Richland-Pasco,US,2017-02-27T18:00:00.000Z,2017-02-27T10:00:00-08:00,pm25,4.2,µg/m³,46.5754,-119.0021,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
Bellevue-Bellevue Wa,Seattle-Tacoma-Bellevue,US,2017-02-27T18:00:00.000Z,2017-02-27T10:00:00-08:00,pm25,5.1,µg/m³,47.613,-122.2017,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
Walla Walla-12th St,Walla Walla,US,2017-02-27T18:00:00.000Z,2017-02-27T10:00:00-08:00,pm25,1.9,µg/m³,46.0588,-118.3514,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
South Allegheny High,Pittsburgh,US,2017-02-27T18:00:00.000Z,2017-02-27T13:00:00-05:00,pm25,8,µg/m³,40.323898,-79.868301,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Allegheny County""}]"
Jackson Road,Sarasota-Bradenton-Venice,US,2017-02-27T18:00:00.000Z,2017-02-27T13:00:00-05:00,pm25,7.8,µg/m³,27.0892,-82.3625,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Florida Dept. of Environmental Protection""}]"
Oakridge - Willamett,Eugene-Springfield,US,2017-02-27T18:00:00.000Z,2017-02-27T10:00:00-08:00,pm25,3.3,µg/m³,43.74436,-122.480506,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Lane Regional Air Protection Agency""}]"
Yosemite Village - V,MARIPOSA,US,2017-02-27T18:00:00.000Z,2017-02-27T10:00:00-08:00,pm25,10,µg/m³,37.7486,-119.5869,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""California Air Resources Board""}]"
Burlington,Burlington-South Burlington,US,2017-02-27T18:00:00.000Z,2017-02-27T13:00:00-05:00,pm25,3.4,µg/m³,44.476101,-73.210297,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Vermont Air Quality & Climate Division""}]"
San Pablo - Rumrill,San Francisco-Oakland-Fremont,US,2017-02-27T18:00:00.000Z,2017-02-27T10:00:00-08:00,pm25,4,µg/m³,37.9604,-122.3571,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""San Francisco Bay Area AQMD""}]"
Lancaster-Division,Los Angeles-Long Beach-Santa Ana,US,2017-02-27T18:00:00.000Z,2017-02-27T10:00:00-08:00,pm25,3.2,µg/m³,34.669589,-118.130689,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Mojave Desert AQMD""}]"
TK Gregg,Spartanburg,US,2017-02-27T18:00:00.000Z,2017-02-27T13:00:00-05:00,pm25,4.4,µg/m³,34.955601,-81.924797,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""South Carolina DHEC""}]"
Painesville - JFS,Cleveland-Elyria-Mentor,US,2017-02-27T18:00:00.000Z,2017-02-27T13:00:00-05:00,pm25,6,µg/m³,41.726811,-81.242156,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ohio EPA-DAPC""}]"
EBAM7 - Sac 5th St.,PROXY SITE - CA - CONSTANT,US,2017-02-27T18:00:00.000Z,2017-02-27T10:00:00-08:00,pm25,2,µg/m³,37.74646,-120.1437,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""California Air Resources Board""}]"
EBAM8 - Cobb Element,PROXY SITE - CA - CONSTANT,US,2017-02-27T18:00:00.000Z,2017-02-27T10:00:00-08:00,pm25,1,µg/m³,38.8303,-122.722,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""California Air Resources Board""}]"
Cannons Lane,Louisville,US,2017-02-27T18:00:00.000Z,2017-02-27T13:00:00-05:00,pm25,7.6,µg/m³,38.2286,-85.6544,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Louisville Metro Air Pollution Control District""}]"
V_VIEW,Miami-Fort Lauderdale-Miami Beach,US,2017-02-27T18:00:00.000Z,2017-02-27T13:00:00-05:00,pm25,9.5,µg/m³,26.0732,-80.3386,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Broward County Pollution Prevention  Division""}]"
Sipayik-ME,WASHINGTON,US,2017-02-27T18:00:00.000Z,2017-02-27T13:00:00-05:00,pm25,6.2,µg/m³,44.9636,-67.060799,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Tribal Environmental Exchange Network""}]"
"Waterloo, Water Towe",Waterloo-Cedar Falls,US,2017-02-27T18:00:00.000Z,2017-02-27T12:00:00-06:00,pm25,22,µg/m³,42.5014,-92.315804,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Iowa DNR""}]"
Dayton-W Main,COLUMBIA,US,2017-02-27T18:00:00.000Z,2017-02-27T10:00:00-08:00,pm25,1.5,µg/m³,46.318,-117.985,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
Oakland West,San Francisco-Oakland-Fremont,US,2017-02-27T18:00:00.000Z,2017-02-27T10:00:00-08:00,pm25,5,µg/m³,37.8148,-122.282402,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""San Francisco Bay Area AQMD""}]"
Ft. Collins - CSU Fa,LARIMER,US,2017-02-27T18:00:00.000Z,2017-02-27T11:00:00-07:00,pm25,7.7,µg/m³,40.571259,-105.079765,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Colorado Department of Public Health and Environment""}]"
Bloomington,Bloomington,US,2017-02-27T18:00:00.000Z,2017-02-27T13:00:00-05:00,pm25,5.1,µg/m³,39.159372,-86.504747,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Indiana Dept. of Environmental Management 2""}]"
Lima,Lima,US,2017-02-27T18:00:00.000Z,2017-02-27T13:00:00-05:00,pm25,2,µg/m³,40.771,-84.0539,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ohio EPA-DAPC""}]"
Newark Firehouse,New York-Northern New Jersey-Long Island,US,2017-02-27T18:00:00.000Z,2017-02-27T13:00:00-05:00,pm25,7.6,µg/m³,40.720989,-74.192894,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""New Jersey Dept. of Environmental Protection""}]"
Corsicana C1051,Corsicana,US,2017-02-27T18:00:00.000Z,2017-02-27T12:00:00-06:00,pm25,11.3,µg/m³,32.0319,-96.3992,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Texas Commission on Environmental Quality""}]"
Spokane-Augusta Ave,Spokane,US,2017-02-27T18:00:00.000Z,2017-02-27T10:00:00-08:00,pm25,7,µg/m³,47.672501,-117.364899,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
Sandpoint U of I,BONNER,US,2017-02-27T18:00:00.000Z,2017-02-27T10:00:00-08:00,pm25,3,µg/m³,48.291821,-116.556557,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Idaho Department of Environmental Quality""}]"
Rossiter Pump House,Helena,US,2017-02-27T18:00:00.000Z,2017-02-27T11:00:00-07:00,pm25,9.4,µg/m³,46.6588,-112.0131,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Montana DEQ""}]"
McCall,VALLEY,US,2017-02-27T18:00:00.000Z,2017-02-27T11:00:00-07:00,pm25,0.2,µg/m³,44.890197,-116.1065,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Idaho Department of Environmental Quality""}]"
Oakland,San Francisco-Oakland-Fremont,US,2017-02-27T18:00:00.000Z,2017-02-27T10:00:00-08:00,pm25,3,µg/m³,37.743061,-122.169907,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""San Francisco Bay Area AQMD""}]"
Clarkston-13th St,ASOTIN,US,2017-02-27T18:00:00.000Z,2017-02-27T10:00:00-08:00,pm25,7.2,µg/m³,46.425598,-117.059799,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
Yacolt-Yacolt Rd,CLARK,US,2017-02-27T18:00:00.000Z,2017-02-27T10:00:00-08:00,pm25,3.2,µg/m³,45.863899,-122.410889,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
Airway Heights-West,SPOKANE,US,2017-02-27T18:00:00.000Z,2017-02-27T10:00:00-08:00,pm25,2.7,µg/m³,47.645351,-117.589027,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
Anacortes-Bartholome,SKAGIT,US,2017-02-27T18:00:00.000Z,2017-02-27T10:00:00-08:00,pm25,3,µg/m³,48.465401,-122.559998,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
Oak Harbor-SW 6th (U,ISLAND,US,2017-02-27T18:00:00.000Z,2017-02-27T10:00:00-08:00,pm25,2.4,µg/m³,48.294399,-122.660004,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
Belle Glade,PALM BEACH,US,2017-02-27T18:00:00.000Z,2017-02-27T13:00:00-05:00,pm25,12.5,µg/m³,26.724167,-80.663055,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Florida Dept. of Environmental Protection""}]"
White Swan-Yakama Tr,YAKIMA,US,2017-02-27T18:00:00.000Z,2017-02-27T10:00:00-08:00,pm25,1.8,µg/m³,46.375431,-120.729317,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
"Davenport, Hayes Sch",SCOTT,US,2017-02-27T18:00:00.000Z,2017-02-27T12:00:00-06:00,pm25,7,µg/m³,41.512032,-90.624016,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Iowa DNR""}]"
Neah Bay 2-Makah Tri,Port Angeles,US,2017-02-27T18:00:00.000Z,2017-02-27T10:00:00-08:00,pm25,2.3,µg/m³,48.366058,-124.610046,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
Ironton - ODOT,Portsmouth,US,2017-02-27T18:00:00.000Z,2017-02-27T13:00:00-05:00,pm25,1.7,µg/m³,38.508114,-82.659301,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ohio EPA-DAPC""}]"
HAMPTON,Virginia Beach-Norfolk-Newport News,US,2017-02-27T18:00:00.000Z,2017-02-27T13:00:00-05:00,pm25,3.2,µg/m³,37.103683,-76.386948,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Virginia Dept. of Environmental Quality""}]"
Ocean View,Hilo,US,2017-02-27T18:00:00.000Z,2017-02-27T08:00:00-10:00,pm25,17,µg/m³,19.117561,-155.778137,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Hawaii State Dept. of Health""}]"
Sidney Oil Field,RICHLAND,US,2017-02-27T18:00:00.000Z,2017-02-27T11:00:00-07:00,pm25,4.3,µg/m³,47.803421,-104.485619,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Montana DEQ""}]"
Butte Greely School,SILVER BOW,US,2017-02-27T18:00:00.000Z,2017-02-27T11:00:00-07:00,pm25,15.4,µg/m³,46.002399,-112.500893,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Montana DEQ""}]"
Billings St. Luke's,Billings,US,2017-02-27T18:00:00.000Z,2017-02-27T11:00:00-07:00,pm25,4.6,µg/m³,45.782181,-108.511528,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Montana DEQ""}]"
Palmer,MATANUSKA-SUSITNA,US,2017-02-27T18:00:00.000Z,2017-02-27T09:00:00-09:00,pm25,2,µg/m³,61.5989,-149.106216,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""State of Alaska DEC""}]"
San Luis Obispo - Hi,SAN LUIS OBISPO,US,2017-02-27T18:00:00.000Z,2017-02-27T10:00:00-08:00,pm25,6,µg/m³,35.25639,-120.668892,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""California Air Resources Board""}]"
Pearl City,Honolulu,US,2017-02-27T18:00:00.000Z,2017-02-27T08:00:00-10:00,pm25,12,µg/m³,21.392834,-157.969131,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Hawaii State Dept. of Health""}]"
Bonners Ferry Kooten,BOUNDARY,US,2017-02-27T18:00:00.000Z,2017-02-27T10:00:00-08:00,pm25,4.4,µg/m³,48.705551,-116.368965,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Idaho Department of Environmental Quality""}]"
Floyd Dryden,JUNEAU,US,2017-02-27T18:00:00.000Z,2017-02-27T09:00:00-09:00,pm25,19,µg/m³,58.388889,-134.565556,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""State of Alaska DEC""}]"
ROLAND,Fort Smith,US,2017-02-27T18:00:00.000Z,2017-02-27T12:00:00-06:00,pm25,10,µg/m³,35.408138,-94.524414,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Cherokee Nation""}]"
Stuart,MARTIN,US,2017-02-27T18:00:00.000Z,2017-02-27T13:00:00-05:00,pm25,5.7,µg/m³,27.172459,-80.240692,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Florida Dept. of Environmental Protection""}]"
Paradise Theater,BUTTE,US,2017-02-27T18:00:00.000Z,2017-02-27T10:00:00-08:00,pm25,-1,µg/m³,39.753889,-121.624444,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""California Air Resources Board""}]"
Diablo,Phoenix-Mesa-Scottsdale,US,2017-02-27T18:00:00.000Z,2017-02-27T11:00:00-07:00,pm25,4.1,µg/m³,33.3961,-111.968,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Maricopa County Air Quality Department""}]"
Fort Lee Near Road,New York-Northern New Jersey-Long Island,US,2017-02-27T18:00:00.000Z,2017-02-27T13:00:00-05:00,pm25,12.9,µg/m³,40.85355,-73.9661,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""New Jersey Dept. of Environmental Protection""}]"
Cottage Grove City S,Eugene-Springfield,US,2017-02-27T18:00:00.000Z,2017-02-27T10:00:00-08:00,pm25,0.2,µg/m³,43.7995,-123.0535,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Lane Regional Air Protection Agency""}]"
Howard County Near R,HOWARD,US,2017-02-27T18:00:00.000Z,2017-02-27T13:00:00-05:00,pm25,6,µg/m³,39.143197,-76.846192,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Maryland Department of the Environment""}]"
Madawaska PSB,AROOSTOOK,US,2017-02-27T18:00:00.000Z,2017-02-27T13:00:00-05:00,pm25,11,µg/m³,47.3553,-68.3211,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Maine Dept. of Environmental Protection""}]"
Willows-Colusa,GLENN,US,2017-02-27T18:00:00.000Z,2017-02-27T10:00:00-08:00,pm25,17,µg/m³,39.533889,-122.190833,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""California Air Resources Board""}]"
Otay Mesa - Donovan,San Diego-Carlsbad-San Marcos,US,2017-02-27T18:00:00.000Z,2017-02-27T10:00:00-08:00,pm25,4.1,µg/m³,32.579361,-116.929486,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""San Diego APCD""}]"
Dayton - Sinclair,Dayton,US,2017-02-27T18:00:00.000Z,2017-02-27T13:00:00-05:00,pm25,8,µg/m³,39.758235,-84.197375,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ohio EPA-DAPC""}]"
Laney College,San Francisco-Oakland-Fremont,US,2017-02-27T18:00:00.000Z,2017-02-27T10:00:00-08:00,pm25,6,µg/m³,37.793624,-122.263376,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""San Francisco Bay Area AQMD""}]"
Near Road,BROWARD,US,2017-02-27T18:00:00.000Z,2017-02-27T13:00:00-05:00,pm25,3.9,µg/m³,26.131256,-80.167847,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Broward County Pollution Prevention  Division""}]"
CHARLESTON,KANAWHA,US,2017-02-27T18:00:00.000Z,2017-02-27T13:00:00-05:00,pm25,6,µg/m³,38.346258,-81.621161,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""West Virginia Division of Air Quality - Wheeling""}]"
Copan,WASHINGTON,US,2017-02-27T18:00:00.000Z,2017-02-27T12:00:00-06:00,pm25,11.1,µg/m³,36.908115,-95.88235,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Oklahoma Department of Environmental Quality""}]"
Carrabassett Valley,FRANKLIN,US,2017-02-27T18:00:00.000Z,2017-02-27T13:00:00-05:00,pm25,5,µg/m³,45.08029,-70.211887,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Maine Dept. of Environmental Protection""}]"
Colbert-Greenbluff,SPOKANE,US,2017-02-27T18:00:00.000Z,2017-02-27T10:00:00-08:00,pm25,4.8,µg/m³,47.808226,-117.34327,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
San Jose - Knox Ave,San Jose-Sunnyvale-Santa Clara,US,2017-02-27T18:00:00.000Z,2017-02-27T10:00:00-08:00,pm25,-1,µg/m³,37.338202,-121.849892,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""San Francisco Bay Area AQMD""}]"
Red Lake Nation,BELTRAMI,US,2017-02-27T18:00:00.000Z,2017-02-27T12:00:00-06:00,pm25,6,µg/m³,47.878159,-95.029172,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Minnesota Pollution Control Agency""}]"
Lakeville - Near Roa,DAKOTA,US,2017-02-27T18:00:00.000Z,2017-02-27T12:00:00-06:00,pm25,2,µg/m³,44.706123,-93.285803,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Minnesota Pollution Control Agency""}]"
Rumford,OXFORD,US,2017-02-27T18:00:00.000Z,2017-02-27T13:00:00-05:00,pm25,0,µg/m³,44.5514,-70.5463,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Maine Dept. of Environmental Protection""}]"
Vancouver-NE 84th Av,CLARK,US,2017-02-27T18:00:00.000Z,2017-02-27T10:00:00-08:00,pm25,5,µg/m³,45.64336,-122.58737,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
Broadus,POWDER RIVER,US,2017-02-27T18:00:00.000Z,2017-02-27T11:00:00-07:00,pm25,8.5,µg/m³,45.440295,-105.37028,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Montana DEQ""}]"
BONDVILLE,CHAMPAIGN,US,2017-02-27T18:00:00.000Z,2017-02-27T12:00:00-06:00,pm25,3.7,µg/m³,40.052241,-88.372549,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Illinois EPA""}]"
Great Falls Overlook,CASCADE,US,2017-02-27T18:00:00.000Z,2017-02-27T11:00:00-07:00,pm25,8.2,µg/m³,47.494318,-111.303317,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Montana DEQ""}]"
Lewistown,FERGUS,US,2017-02-27T18:00:00.000Z,2017-02-27T11:00:00-07:00,pm25,3.1,µg/m³,47.048537,-109.455315,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Montana DEQ""}]"
Columbia Falls,FLATHEAD,US,2017-02-27T18:00:00.000Z,2017-02-27T11:00:00-07:00,pm25,2.3,µg/m³,48.363694,-114.189272,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Montana DEQ""}]"
Bozeman High School,GALLATIN,US,2017-02-27T18:00:00.000Z,2017-02-27T11:00:00-07:00,pm25,12.5,µg/m³,45.683765,-111.056282,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Montana DEQ""}]"
NCORE,LEWIS AND CLARK,US,2017-02-27T18:00:00.000Z,2017-02-27T11:00:00-07:00,pm25,5.4,µg/m³,46.8505,-111.987164,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Montana DEQ""}]"
French Town - Beckwi,MISSOULA,US,2017-02-27T18:00:00.000Z,2017-02-27T11:00:00-07:00,pm25,5.5,µg/m³,47.012907,-114.224273,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Montana DEQ""}]"
Seeley Elementary Sc,MISSOULA,US,2017-02-27T18:00:00.000Z,2017-02-27T11:00:00-07:00,pm25,8.7,µg/m³,47.17563,-113.476182,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Montana DEQ""}]"
Malta,PHILLIPS,US,2017-02-27T18:00:00.000Z,2017-02-27T11:00:00-07:00,pm25,1.8,µg/m³,48.317507,-107.862471,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Montana DEQ""}]"
Hamilton PS 46,RAVALLI,US,2017-02-27T18:00:00.000Z,2017-02-27T11:00:00-07:00,pm25,4.4,µg/m³,46.243621,-114.158889,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Montana DEQ""}]"
Birney,ROSEBUD,US,2017-02-27T18:00:00.000Z,2017-02-27T11:00:00-07:00,pm25,7.1,µg/m³,45.366151,-106.48982,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Montana DEQ""}]"
Littleton,AROOSTOOK,US,2017-02-27T18:00:00.000Z,2017-02-27T13:00:00-05:00,pm25,5.9,µg/m³,46.228731,-67.882566,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Aroostook Band of Micmacs""}]"
Atascadero2,San Luis Obispo-Paso Robles,US,2017-02-27T18:00:00.000Z,2017-02-27T10:00:00-08:00,pm25,3,µg/m³,35.494556,-120.666203,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""San Luis Obispo County APCD""}]"
KAHULUI,MAUI,US,2017-02-27T18:00:00.000Z,2017-02-27T08:00:00-10:00,pm25,3,µg/m³,20.869444,-156.492417,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Hawaii State Dept. of Health""}]"
2912 Coffey,Omaha-Council Bluffs,US,2017-02-27T18:00:00.000Z,2017-02-27T12:00:00-06:00,pm25,13,µg/m³,41.133317,-95.956078,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Douglas County Health Department (Omaha)""}]"
Hinds CC,Jackson,US,2017-02-27T18:00:00.000Z,2017-02-27T12:00:00-06:00,pm25,3.4,µg/m³,32.346905,-90.225928,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Mississippi DEQ""}]"
Fond du Lac,CARLTON,US,2017-02-27T18:00:00.000Z,2017-02-27T12:00:00-06:00,pm25,8,µg/m³,46.713694,-92.511722,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Minnesota Pollution Control Agency""}]"
Erda,TOOELE,US,2017-02-27T18:00:00.000Z,2017-02-27T11:00:00-07:00,pm25,0.5,µg/m³,40.600556,-112.355,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Utah Department of Environmental Quality""}]"
Port Angeles-E 5th S,CLALLAM,US,2017-02-27T18:00:00.000Z,2017-02-27T10:00:00-08:00,pm25,6.8,µg/m³,48.115,-123.436434,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
