location,city,country,utc,local,parameter,value,unit,latitude,longitude,attribution
HOLB,GREENE,US,2017-02-26T08:00:00.000Z,2017-02-26T03:00:00-05:00,pm25,10.2,µg/m³,39.82,-80.2897,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Pennsylvania Dept. of Environmental Protection""}]"
SCRA,Scranton--Wilkes-Barre,US,2017-02-26T08:00:00.000Z,2017-02-26T03:00:00-05:00,pm25,2.3,µg/m³,41.4428,-75.6231,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Pennsylvania Dept. of Environmental Protection""}]"
Farrell - PA,Youngstown-Warren-Boardman,US,2017-02-26T08:00:00.000Z,2017-02-26T03:00:00-05:00,pm25,16,µg/m³,41.215,-80.485,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Pennsylvania Dept. of Environmental Protection""}]"
FREE,Allentown-Bethlehem-Easton,US,2017-02-26T08:00:00.000Z,2017-02-26T03:00:00-05:00,pm25,9,µg/m³,40.6281,-75.3411,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Pennsylvania Dept. of Environmental Protection""}]"
CHAR,Pittsburgh,US,2017-02-26T08:00:00.000Z,2017-02-26T03:00:00-05:00,pm25,0.3,µg/m³,40.1469,-79.9033,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Pennsylvania Dept. of Environmental Protection""}]"
WASH,Pittsburgh,US,2017-02-26T08:00:00.000Z,2017-02-26T03:00:00-05:00,pm25,4.6,µg/m³,40.17,-80.2617,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Pennsylvania Dept. of Environmental Protection""}]"
FLOR,Pittsburgh,US,2017-02-26T08:00:00.000Z,2017-02-26T03:00:00-05:00,pm25,5.5,µg/m³,40.4447,-80.42,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Pennsylvania Dept. of Environmental Protection""}]"
GREE,Pittsburgh,US,2017-02-26T08:00:00.000Z,2017-02-26T03:00:00-05:00,pm25,9.8,µg/m³,40.3053,-79.5061,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Pennsylvania Dept. of Environmental Protection""}]"
YORK,York-Hanover,US,2017-02-26T08:00:00.000Z,2017-02-26T03:00:00-05:00,pm25,8.2,µg/m³,39.9653,-76.6994,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Pennsylvania Dept. of Environmental Protection""}]"
W Greenwich,Providence-New Bedford-Fall River,US,2017-02-26T08:00:00.000Z,2017-02-26T03:00:00-05:00,pm25,2,µg/m³,41.615,-71.7197,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Rhode Island Dept. of Environmental Management""}]"
Cape Romain,Charleston-North Charleston,US,2017-02-26T08:00:00.000Z,2017-02-26T03:00:00-05:00,pm25,5.5,µg/m³,32.941002,-79.656998,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""South Carolina DHEC""}]"
Trenton,Augusta-Richmond County,US,2017-02-26T08:00:00.000Z,2017-02-26T03:00:00-05:00,pm25,4.8,µg/m³,33.7397,-81.8536,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""South Carolina DHEC""}]"
Long Creek,Seneca,US,2017-02-26T08:00:00.000Z,2017-02-26T03:00:00-05:00,pm25,3.8,µg/m³,34.805,-83.237503,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""South Carolina DHEC""}]"
AIR LAB,Knoxville,US,2017-02-26T08:00:00.000Z,2017-02-26T03:00:00-05:00,pm25,5.9,µg/m³,35.9803,-83.9306,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Knox County Dept. of Air Quality Management""}]"
San Antonio Northwes,San Antonio,US,2017-02-26T08:00:00.000Z,2017-02-26T02:00:00-06:00,pm25,6.1,µg/m³,29.514999,-98.620003,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Texas Commission on Environmental Quality""}]"
Lewiston,Lewiston-Auburn,US,2017-02-26T08:00:00.000Z,2017-02-26T03:00:00-05:00,pm25,6,µg/m³,44.089355,-70.214134,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Maine Dept. of Environmental Protection""}]"
SAULT STE MARIE,Sault Ste. Marie,US,2017-02-26T08:00:00.000Z,2017-02-26T03:00:00-05:00,pm25,8,µg/m³,46.49361,-84.364197,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Michigan Department of Environmental Quality""}]"
"Clinton, Chancy Park",Clinton,US,2017-02-26T08:00:00.000Z,2017-02-26T02:00:00-06:00,pm25,14,µg/m³,41.823101,-90.211899,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Iowa DNR""}]"
"Davenport, 10th & Vi",Davenport-Moline-Rock Island,US,2017-02-26T08:00:00.000Z,2017-02-26T02:00:00-06:00,pm25,12,µg/m³,41.529999,-90.587502,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Iowa DNR""}]"
Cornwall,Torrington,US,2017-02-26T08:00:00.000Z,2017-02-26T03:00:00-05:00,pm25,0,µg/m³,41.833099,-73.303299,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Connecticut Dept. of Energy and Environmental Protection""}]"
WYLAM,Birmingham-Hoover,US,2017-02-26T08:00:00.000Z,2017-02-26T02:00:00-06:00,pm25,7.2,µg/m³,33.4997,-86.9242,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Jefferson County Department of Health""}]"
Oakland West,San Francisco-Oakland-Fremont,US,2017-02-26T08:00:00.000Z,2017-02-26T00:00:00-08:00,pm25,10,µg/m³,37.8148,-122.282402,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""San Francisco Bay Area AQMD""}]"
Bloomington,Bloomington,US,2017-02-26T08:00:00.000Z,2017-02-26T03:00:00-05:00,pm25,1.6,µg/m³,39.159372,-86.504747,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Indiana Dept. of Environmental Management 2""}]"
Newark Firehouse,New York-Northern New Jersey-Long Island,US,2017-02-26T08:00:00.000Z,2017-02-26T03:00:00-05:00,pm25,3.2,µg/m³,40.720989,-74.192894,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""New Jersey Dept. of Environmental Protection""}]"
Lima,Lima,US,2017-02-26T08:00:00.000Z,2017-02-26T03:00:00-05:00,pm25,5.6,µg/m³,40.771,-84.0539,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ohio EPA-DAPC""}]"
Corsicana C1051,Corsicana,US,2017-02-26T08:00:00.000Z,2017-02-26T02:00:00-06:00,pm25,6.6,µg/m³,32.0319,-96.3992,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Texas Commission on Environmental Quality""}]"
Rossiter Pump House,Helena,US,2017-02-26T08:00:00.000Z,2017-02-26T01:00:00-07:00,pm25,8.3,µg/m³,46.6588,-112.0131,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Montana DEQ""}]"
Spokane-Augusta Ave,Spokane,US,2017-02-26T08:00:00.000Z,2017-02-26T00:00:00-08:00,pm25,5,µg/m³,47.672501,-117.364899,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
Sandpoint U of I,BONNER,US,2017-02-26T08:00:00.000Z,2017-02-26T00:00:00-08:00,pm25,6,µg/m³,48.291821,-116.556557,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Idaho Department of Environmental Quality""}]"
McCall,VALLEY,US,2017-02-26T08:00:00.000Z,2017-02-26T01:00:00-07:00,pm25,2.5,µg/m³,44.890197,-116.1065,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Idaho Department of Environmental Quality""}]"
Oakland,San Francisco-Oakland-Fremont,US,2017-02-26T08:00:00.000Z,2017-02-26T00:00:00-08:00,pm25,3,µg/m³,37.743061,-122.169907,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""San Francisco Bay Area AQMD""}]"
Clarkston-13th St,ASOTIN,US,2017-02-26T08:00:00.000Z,2017-02-26T00:00:00-08:00,pm25,7.2,µg/m³,46.425598,-117.059799,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
Yacolt-Yacolt Rd,CLARK,US,2017-02-26T08:00:00.000Z,2017-02-26T00:00:00-08:00,pm25,19.4,µg/m³,45.863899,-122.410889,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
Airway Heights-West,SPOKANE,US,2017-02-26T08:00:00.000Z,2017-02-26T00:00:00-08:00,pm25,2.6,µg/m³,47.645351,-117.589027,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
Anacortes-Bartholome,SKAGIT,US,2017-02-26T08:00:00.000Z,2017-02-26T00:00:00-08:00,pm25,3.5,µg/m³,48.465401,-122.559998,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
Oak Harbor-SW 6th (U,ISLAND,US,2017-02-26T08:00:00.000Z,2017-02-26T00:00:00-08:00,pm25,3.6,µg/m³,48.294399,-122.660004,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
White Swan-Yakama Tr,YAKIMA,US,2017-02-26T08:00:00.000Z,2017-02-26T00:00:00-08:00,pm25,3.1,µg/m³,46.375431,-120.729317,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
"Davenport, Hayes Sch",SCOTT,US,2017-02-26T08:00:00.000Z,2017-02-26T02:00:00-06:00,pm25,4,µg/m³,41.512032,-90.624016,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Iowa DNR""}]"
Neah Bay 2-Makah Tri,Port Angeles,US,2017-02-26T08:00:00.000Z,2017-02-26T00:00:00-08:00,pm25,3.7,µg/m³,48.366058,-124.610046,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
Ironton - ODOT,Portsmouth,US,2017-02-26T08:00:00.000Z,2017-02-26T03:00:00-05:00,pm25,6.5,µg/m³,38.508114,-82.659301,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ohio EPA-DAPC""}]"
HAMPTON,Virginia Beach-Norfolk-Newport News,US,2017-02-26T08:00:00.000Z,2017-02-26T03:00:00-05:00,pm25,5.5,µg/m³,37.103683,-76.386948,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Virginia Dept. of Environmental Quality""}]"
Ocean View,Hilo,US,2017-02-26T08:00:00.000Z,2017-02-25T22:00:00-10:00,pm25,21,µg/m³,19.117561,-155.778137,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Hawaii State Dept. of Health""}]"
Butte Greely School,SILVER BOW,US,2017-02-26T08:00:00.000Z,2017-02-26T01:00:00-07:00,pm25,1.3,µg/m³,46.002399,-112.500893,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Montana DEQ""}]"
Billings St. Luke's,Billings,US,2017-02-26T08:00:00.000Z,2017-02-26T01:00:00-07:00,pm25,8,µg/m³,45.782181,-108.511528,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Montana DEQ""}]"
Palmer,MATANUSKA-SUSITNA,US,2017-02-26T08:00:00.000Z,2017-02-25T23:00:00-09:00,pm25,4,µg/m³,61.5989,-149.106216,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""State of Alaska DEC""}]"
San Luis Obispo - Hi,SAN LUIS OBISPO,US,2017-02-26T08:00:00.000Z,2017-02-26T00:00:00-08:00,pm25,2,µg/m³,35.25639,-120.668892,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""California Air Resources Board""}]"
Pearl City,Honolulu,US,2017-02-26T08:00:00.000Z,2017-02-25T22:00:00-10:00,pm25,6,µg/m³,21.392834,-157.969131,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Hawaii State Dept. of Health""}]"
Floyd Dryden,JUNEAU,US,2017-02-26T08:00:00.000Z,2017-02-25T23:00:00-09:00,pm25,17,µg/m³,58.388889,-134.565556,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""State of Alaska DEC""}]"
Bonners Ferry Kooten,BOUNDARY,US,2017-02-26T08:00:00.000Z,2017-02-26T00:00:00-08:00,pm25,6.5,µg/m³,48.705551,-116.368965,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Idaho Department of Environmental Quality""}]"
Diablo,Phoenix-Mesa-Scottsdale,US,2017-02-26T08:00:00.000Z,2017-02-26T01:00:00-07:00,pm25,13.1,µg/m³,33.3961,-111.968,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Maricopa County Air Quality Department""}]"
Paradise Theater,BUTTE,US,2017-02-26T08:00:00.000Z,2017-02-26T00:00:00-08:00,pm25,6,µg/m³,39.753889,-121.624444,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""California Air Resources Board""}]"
Fort Lee Near Road,New York-Northern New Jersey-Long Island,US,2017-02-26T08:00:00.000Z,2017-02-26T03:00:00-05:00,pm25,3.9,µg/m³,40.85355,-73.9661,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""New Jersey Dept. of Environmental Protection""}]"
Cottage Grove City S,Eugene-Springfield,US,2017-02-26T08:00:00.000Z,2017-02-26T00:00:00-08:00,pm25,7,µg/m³,43.7995,-123.0535,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Lane Regional Air Protection Agency""}]"
Howard County Near R,HOWARD,US,2017-02-26T08:00:00.000Z,2017-02-26T03:00:00-05:00,pm25,2,µg/m³,39.143197,-76.846192,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Maryland Department of the Environment""}]"
Madawaska PSB,AROOSTOOK,US,2017-02-26T08:00:00.000Z,2017-02-26T03:00:00-05:00,pm25,-1,µg/m³,47.3553,-68.3211,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Maine Dept. of Environmental Protection""}]"
Willows-Colusa,GLENN,US,2017-02-26T08:00:00.000Z,2017-02-26T00:00:00-08:00,pm25,8,µg/m³,39.533889,-122.190833,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""California Air Resources Board""}]"
Otay Mesa - Donovan,San Diego-Carlsbad-San Marcos,US,2017-02-26T08:00:00.000Z,2017-02-26T00:00:00-08:00,pm25,3.8,µg/m³,32.579361,-116.929486,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""San Diego APCD""}]"
Dayton - Sinclair,Dayton,US,2017-02-26T08:00:00.000Z,2017-02-26T03:00:00-05:00,pm25,2.5,µg/m³,39.758235,-84.197375,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ohio EPA-DAPC""}]"
Laney College,San Francisco-Oakland-Fremont,US,2017-02-26T08:00:00.000Z,2017-02-26T00:00:00-08:00,pm25,5,µg/m³,37.793624,-122.263376,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""San Francisco Bay Area AQMD""}]"
San Jose - Knox Ave,San Jose-Sunnyvale-Santa Clara,US,2017-02-26T08:00:00.000Z,2017-02-26T00:00:00-08:00,pm25,9,µg/m³,37.338202,-121.849892,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""San Francisco Bay Area AQMD""}]"
Red Lake Nation,BELTRAMI,US,2017-02-26T08:00:00.000Z,2017-02-26T02:00:00-06:00,pm25,4,µg/m³,47.878159,-95.029172,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Minnesota Pollution Control Agency""}]"
Rumford,OXFORD,US,2017-02-26T08:00:00.000Z,2017-02-26T03:00:00-05:00,pm25,0,µg/m³,44.5514,-70.5463,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Maine Dept. of Environmental Protection""}]"
Lakeville - Near Roa,DAKOTA,US,2017-02-26T08:00:00.000Z,2017-02-26T02:00:00-06:00,pm25,4,µg/m³,44.706123,-93.285803,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Minnesota Pollution Control Agency""}]"
Vancouver-NE 84th Av,CLARK,US,2017-02-26T08:00:00.000Z,2017-02-26T00:00:00-08:00,pm25,10,µg/m³,45.64336,-122.58737,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
Broadus,POWDER RIVER,US,2017-02-26T08:00:00.000Z,2017-02-26T01:00:00-07:00,pm25,2.3,µg/m³,45.440295,-105.37028,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Montana DEQ""}]"
BONDVILLE,CHAMPAIGN,US,2017-02-26T08:00:00.000Z,2017-02-26T02:00:00-06:00,pm25,10.5,µg/m³,40.052241,-88.372549,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Illinois EPA""}]"
Great Falls Overlook,CASCADE,US,2017-02-26T08:00:00.000Z,2017-02-26T01:00:00-07:00,pm25,7.9,µg/m³,47.494318,-111.303317,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Montana DEQ""}]"
Lewistown,FERGUS,US,2017-02-26T08:00:00.000Z,2017-02-26T01:00:00-07:00,pm25,5.6,µg/m³,47.048537,-109.455315,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Montana DEQ""}]"
Columbia Falls,FLATHEAD,US,2017-02-26T08:00:00.000Z,2017-02-26T01:00:00-07:00,pm25,3.7,µg/m³,48.363694,-114.189272,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Montana DEQ""}]"
Bozeman High School,GALLATIN,US,2017-02-26T08:00:00.000Z,2017-02-26T01:00:00-07:00,pm25,3.1,µg/m³,45.683765,-111.056282,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Montana DEQ""}]"
NCORE,LEWIS AND CLARK,US,2017-02-26T08:00:00.000Z,2017-02-26T01:00:00-07:00,pm25,1.2,µg/m³,46.8505,-111.987164,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Montana DEQ""}]"
Missoula Boyd Park,MISSOULA,US,2017-02-26T08:00:00.000Z,2017-02-26T01:00:00-07:00,pm25,3.4,µg/m³,46.842297,-114.020549,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Montana DEQ""}]"
French Town - Beckwi,MISSOULA,US,2017-02-26T08:00:00.000Z,2017-02-26T01:00:00-07:00,pm25,3.2,µg/m³,47.012907,-114.224273,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Montana DEQ""}]"
Seeley Elementary Sc,MISSOULA,US,2017-02-26T08:00:00.000Z,2017-02-26T01:00:00-07:00,pm25,8,µg/m³,47.17563,-113.476182,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Montana DEQ""}]"
Malta,PHILLIPS,US,2017-02-26T08:00:00.000Z,2017-02-26T01:00:00-07:00,pm25,5.9,µg/m³,48.317507,-107.862471,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Montana DEQ""}]"
Hamilton PS 46,RAVALLI,US,2017-02-26T08:00:00.000Z,2017-02-26T01:00:00-07:00,pm25,3,µg/m³,46.243621,-114.158889,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Montana DEQ""}]"
Birney,ROSEBUD,US,2017-02-26T08:00:00.000Z,2017-02-26T01:00:00-07:00,pm25,5.3,µg/m³,45.366151,-106.48982,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Montana DEQ""}]"
Littleton,AROOSTOOK,US,2017-02-26T08:00:00.000Z,2017-02-26T03:00:00-05:00,pm25,-0.2,µg/m³,46.228731,-67.882566,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Aroostook Band of Micmacs""}]"
Elizabeth Trailer,New York-Northern New Jersey-Long Island,US,2017-02-26T07:00:00.000Z,2017-02-26T02:00:00-05:00,pm25,4,µg/m³,40.641441,-74.208366,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""New Jersey Dept. of Environmental Protection""}]"
Del Norte,Albuquerque,US,2017-02-26T07:00:00.000Z,2017-02-26T00:00:00-07:00,pm25,16.5,µg/m³,35.1353,-106.584702,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Albuquerque Environmental Health Department""}]"
Tramway,Albuquerque,US,2017-02-26T07:00:00.000Z,2017-02-26T00:00:00-07:00,pm25,3.8,µg/m³,35.185,-106.5077,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Albuquerque Environmental Health Department""}]"
LEGGETT,Rocky Mount,US,2017-02-26T07:00:00.000Z,2017-02-26T02:00:00-05:00,pm25,1,µg/m³,35.9889,-77.5867,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""North Carolina DEQ - Divison of Air Quality""}]"
DEARBORN,Detroit-Warren-Livonia,US,2017-02-26T07:00:00.000Z,2017-02-26T02:00:00-05:00,pm25,7.3,µg/m³,42.3075,-83.15,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Michigan Department of Environmental Quality""}]"
Geronimo,Tucson,US,2017-02-26T07:00:00.000Z,2017-02-26T00:00:00-07:00,pm25,10,µg/m³,32.25,-110.9667,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Pima County Department of Environmental Quality""}]"
GreenValley,Las Vegas-Paradise,US,2017-02-26T07:00:00.000Z,2017-02-25T23:00:00-08:00,pm25,10.1,µg/m³,36.048739,-115.052881,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Clark County Department of Air Quality""}]"
Columbus - Fairgroun,Columbus,US,2017-02-26T07:00:00.000Z,2017-02-26T02:00:00-05:00,pm25,1.8,µg/m³,40.002734,-82.994404,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ohio EPA-DAPC""}]"
San Jose - Jackson S,San Jose-Sunnyvale-Santa Clara,US,2017-02-26T07:00:00.000Z,2017-02-25T23:00:00-08:00,pm25,5,µg/m³,37.3483,-121.8947,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""San Francisco Bay Area AQMD""}]"
CARPENTER,Des Moines,US,2017-02-26T07:00:00.000Z,2017-02-26T01:00:00-06:00,pm25,5,µg/m³,41.6031,-93.643303,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Polk Co. Air Quality Division""}]"
Heritage Park,Kansas City,US,2017-02-26T07:00:00.000Z,2017-02-26T01:00:00-06:00,pm25,11.7,µg/m³,38.8386,-94.7464,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Kansas Dept. of Health and Environment""}]"
Bellingham-Yew St,Bellingham,US,2017-02-26T07:00:00.000Z,2017-02-25T23:00:00-08:00,pm25,-1.9,µg/m³,48.762699,-122.440201,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
Moses Lake-Balsam St,Moses Lake,US,2017-02-26T07:00:00.000Z,2017-02-25T23:00:00-08:00,pm25,3.2,µg/m³,47.1303,-119.2726,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
Ritzville-Alder St,ADAMS,US,2017-02-26T07:00:00.000Z,2017-02-25T23:00:00-08:00,pm25,2.6,µg/m³,47.127998,-118.381897,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
Rosalia-Josephine St,Pullman,US,2017-02-26T07:00:00.000Z,2017-02-25T23:00:00-08:00,pm25,3.5,µg/m³,47.2313,-117.3685,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
Pullman-Dexter Ave,Pullman,US,2017-02-26T07:00:00.000Z,2017-02-25T23:00:00-08:00,pm25,3.9,µg/m³,46.7245,-117.1801,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
Seattle-South Park,Seattle-Tacoma-Bellevue,US,2017-02-26T07:00:00.000Z,2017-02-25T23:00:00-08:00,pm25,5.4,µg/m³,47.5309,-122.3208,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
Lone Pine Paiute/Sho,Bishop,US,2017-02-26T07:00:00.000Z,2017-02-25T23:00:00-08:00,pm25,3.6,µg/m³,36.5975,-118.04,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Tribal Environmental Exchange Network""}]"
Lebanon,Cincinnati-Middletown,US,2017-02-26T07:00:00.000Z,2017-02-26T02:00:00-05:00,pm25,7.8,µg/m³,39.42689,-84.20077,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ohio EPA-DAPC""}]"
HICKORY,Hickory-Lenoir-Morganton,US,2017-02-26T07:00:00.000Z,2017-02-26T02:00:00-05:00,pm25,3,µg/m³,35.73,-81.37,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""North Carolina DEQ - Divison of Air Quality""}]"
HATTIEAVEN,Winston-Salem,US,2017-02-26T07:00:00.000Z,2017-02-26T02:00:00-05:00,pm25,4.8,µg/m³,36.1106,-80.2267,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Forsyth County Office of Environmental Assistance and Protection""}]"
JOHNSTON,Raleigh-Cary,US,2017-02-26T07:00:00.000Z,2017-02-26T02:00:00-05:00,pm25,-1,µg/m³,35.5,-78.4375,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""North Carolina DEQ - Divison of Air Quality""}]"
GARINGER,Charlotte-Gastonia-Concord,US,2017-02-26T07:00:00.000Z,2017-02-26T02:00:00-05:00,pm25,2,µg/m³,35.2411,-80.7831,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Mecklenburg County Air Quality""}]"
