location,city,country,utc,local,parameter,value,unit,latitude,longitude,attribution
Arden Arcade - Del P,Sacramento--Arden-Arcade--Roseville,US,2017-02-26T08:00:00.000Z,2017-02-26T00:00:00-08:00,pm25,11,µg/m³,38.613804,-121.368007,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Sacramento Metro. AQMD""}]"
Downtown Sacramento,Sacramento--Arden-Arcade--Roseville,US,2017-02-26T08:00:00.000Z,2017-02-26T00:00:00-08:00,pm25,3,µg/m³,38.56844,-121.49311,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""California Air Resources Board""}]"
Elk Grove,Sacramento--Arden-Arcade--Roseville,US,2017-02-26T08:00:00.000Z,2017-02-26T00:00:00-08:00,pm25,0,µg/m³,38.302591,-121.420838,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Sacramento Metro. AQMD""}]"
Folsom,Sacramento--Arden-Arcade--Roseville,US,2017-02-26T08:00:00.000Z,2017-02-26T00:00:00-08:00,pm25,3,µg/m³,38.683304,-121.164457,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Sacramento Metro. AQMD""}]"
Sloughhouse,Sacramento--Arden-Arcade--Roseville,US,2017-02-26T08:00:00.000Z,2017-02-26T00:00:00-08:00,pm25,7,µg/m³,38.494475,-121.211131,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Sacramento Metro. AQMD""}]"
Selma C301,San Antonio,US,2017-02-26T08:00:00.000Z,2017-02-26T02:00:00-06:00,pm25,6.2,µg/m³,29.5875,-98.3122,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Texas Commission on Environmental Quality""}]"
Calaveras Lake C59,San Antonio,US,2017-02-26T08:00:00.000Z,2017-02-26T02:00:00-06:00,pm25,6.7,µg/m³,29.275299,-98.311699,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Texas Commission on Environmental Quality""}]"
Denton Airport South,Dallas-Fort Worth-Arlington,US,2017-02-26T08:00:00.000Z,2017-02-26T02:00:00-06:00,pm25,11.5,µg/m³,33.1944,-97.1933,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Texas Commission on Environmental Quality""}]"
Midlothian OFW C52,Dallas-Fort Worth-Arlington,US,2017-02-26T08:00:00.000Z,2017-02-26T02:00:00-06:00,pm25,8.4,µg/m³,32.482081,-97.026922,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Texas Commission on Environmental Quality""}]"
El Paso UTEP C12,El Paso,US,2017-02-26T08:00:00.000Z,2017-02-26T01:00:00-07:00,pm25,6.4,µg/m³,31.768056,-106.501111,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Texas Commission on Environmental Quality""}]"
Socorro Hueco C49,El Paso,US,2017-02-26T08:00:00.000Z,2017-02-26T01:00:00-07:00,pm25,11.5,µg/m³,31.66752,-106.28774,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Texas Commission on Environmental Quality""}]"
Fayette C601,FAYETTE,US,2017-02-26T08:00:00.000Z,2017-02-26T02:00:00-06:00,pm25,6,µg/m³,29.962474,-96.745875,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Texas Commission on Environmental Quality""}]"
Houston Aldine C8,Houston-Sugar Land-Baytown,US,2017-02-26T08:00:00.000Z,2017-02-26T02:00:00-06:00,pm25,8.1,µg/m³,29.9011,-95.3261,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Texas Commission on Environmental Quality""}]"
Houston East C1,Houston-Sugar Land-Baytown,US,2017-02-26T08:00:00.000Z,2017-02-26T02:00:00-06:00,pm25,11.2,µg/m³,29.7681,-95.2206,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Texas Commission on Environmental Quality""}]"
Houston Deer Park C3,Houston-Sugar Land-Baytown,US,2017-02-26T08:00:00.000Z,2017-02-26T02:00:00-06:00,pm25,10.6,µg/m³,29.670025,-95.128508,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Texas Commission on Environmental Quality""}]"
Mission C43,McAllen-Edinburg-Mission,US,2017-02-26T08:00:00.000Z,2017-02-26T02:00:00-06:00,pm25,6.3,µg/m³,26.226226,-98.29107,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Texas Commission on Environmental Quality""}]"
SETRPC Mauriceville,Beaumont-Port Arthur,US,2017-02-26T08:00:00.000Z,2017-02-26T02:00:00-06:00,pm25,15.9,µg/m³,30.18,-93.8731,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Texas Commission on Environmental Quality""}]"
Audubon C38,Austin-Round Rock,US,2017-02-26T08:00:00.000Z,2017-02-26T02:00:00-06:00,pm25,3.7,µg/m³,30.483168,-97.8723,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Texas Commission on Environmental Quality""}]"
Rose Park,Salt Lake City,US,2017-02-26T08:00:00.000Z,2017-02-26T01:00:00-07:00,pm25,8.2,µg/m³,40.7955,-111.9309,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Utah Department of Environmental Quality""}]"
Mobile-Wyandotte,OTTAWA,US,2017-02-26T08:00:00.000Z,2017-02-26T02:00:00-06:00,pm25,5.4,µg/m³,36.804669,-94.725024,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Cherokee Nation""}]"
Spanish Springs,Reno-Sparks,US,2017-02-26T08:00:00.000Z,2017-02-26T00:00:00-08:00,pm25,6,µg/m³,39.621417,-119.718806,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washoe County Health District Air Quality Management Division""}]"
Alpine,San Diego-Carlsbad-San Marcos,US,2017-02-26T08:00:00.000Z,2017-02-26T00:00:00-08:00,pm25,4.7,µg/m³,32.842297,-116.768326,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""San Diego APCD""}]"
Camp Pendleton,San Diego-Carlsbad-San Marcos,US,2017-02-26T08:00:00.000Z,2017-02-26T00:00:00-08:00,pm25,1.6,µg/m³,33.217026,-117.396156,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""San Diego APCD""}]"
San Francisco,San Francisco-Oakland-Fremont,US,2017-02-26T08:00:00.000Z,2017-02-26T00:00:00-08:00,pm25,2,µg/m³,37.7658,-122.3978,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""San Francisco Bay Area AQMD""}]"
Stockton - Hazelton,Stockton,US,2017-02-26T08:00:00.000Z,2017-02-26T00:00:00-08:00,pm25,6,µg/m³,37.9508,-121.2675,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""California Air Resources Board""}]"
Mesa 2 /Nipomo,San Luis Obispo-Paso Robles,US,2017-02-26T08:00:00.000Z,2017-02-26T00:00:00-08:00,pm25,4,µg/m³,35.02079,-120.56389,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""San Luis Obispo County APCD""}]"
Redwood City,San Francisco-Oakland-Fremont,US,2017-02-26T08:00:00.000Z,2017-02-26T00:00:00-08:00,pm25,3,µg/m³,37.4828,-122.2022,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""San Francisco Bay Area AQMD""}]"
Lompoc H Street,Santa Barbara-Santa Maria,US,2017-02-26T08:00:00.000Z,2017-02-26T00:00:00-08:00,pm25,11,µg/m³,34.637798,-120.456703,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Santa Barbara County Air Pollution Control District""}]"
MCADORY,Birmingham-Hoover,US,2017-02-26T08:00:00.000Z,2017-02-26T02:00:00-06:00,pm25,5.6,µg/m³,33.3311,-87.0036,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Jefferson County Department of Health""}]"
HOOVER,Birmingham-Hoover,US,2017-02-26T08:00:00.000Z,2017-02-26T02:00:00-06:00,pm25,6.1,µg/m³,33.3864,-86.8167,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Jefferson County Department of Health""}]"
CORNER,Birmingham-Hoover,US,2017-02-26T08:00:00.000Z,2017-02-26T02:00:00-06:00,pm25,8.1,µg/m³,33.8017,-86.9425,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Jefferson County Department of Health""}]"
Mesa - Brooks Reserv,Phoenix-Mesa-Scottsdale,US,2017-02-26T08:00:00.000Z,2017-02-26T01:00:00-07:00,pm25,10.8,µg/m³,33.4105,-111.8651,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Maricopa County Air Quality Department""}]"
North Phoenix,Phoenix-Mesa-Scottsdale,US,2017-02-26T08:00:00.000Z,2017-02-26T01:00:00-07:00,pm25,22.5,µg/m³,33.560299,-112.066299,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Maricopa County Air Quality Department""}]"
Glendale Community C,Phoenix-Mesa-Scottsdale,US,2017-02-26T08:00:00.000Z,2017-02-26T01:00:00-07:00,pm25,17.7,µg/m³,33.5694,-112.1915,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Maricopa County Air Quality Department""}]"
West Phoenix,Phoenix-Mesa-Scottsdale,US,2017-02-26T08:00:00.000Z,2017-02-26T01:00:00-07:00,pm25,23.8,µg/m³,33.483799,-112.142601,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Maricopa County Air Quality Department""}]"
Tempe,Phoenix-Mesa-Scottsdale,US,2017-02-26T08:00:00.000Z,2017-02-26T01:00:00-07:00,pm25,7.5,µg/m³,33.4124,-111.9347,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Maricopa County Air Quality Department""}]"
Children's Park Site,Tucson,US,2017-02-26T08:00:00.000Z,2017-02-26T01:00:00-07:00,pm25,11,µg/m³,32.2953,-110.9822,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Pima County Department of Environmental Quality""}]"
MARION,Memphis,US,2017-02-26T08:00:00.000Z,2017-02-26T02:00:00-06:00,pm25,9.1,µg/m³,35.1967,-90.1911,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Arkansas Department of Environmental Quality""}]"
PARR,Little Rock-North Little Rock,US,2017-02-26T08:00:00.000Z,2017-02-26T02:00:00-06:00,pm25,14.7,µg/m³,34.7561,-92.2758,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Arkansas Department of Environmental Quality""}]"
Livermore - Rincon,San Francisco-Oakland-Fremont,US,2017-02-26T08:00:00.000Z,2017-02-26T00:00:00-08:00,pm25,3,µg/m³,37.687526,-121.784217,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""San Francisco Bay Area AQMD""}]"
Gridley,Chico,US,2017-02-26T08:00:00.000Z,2017-02-26T00:00:00-08:00,pm25,160,µg/m³,39.32756,-121.66881,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""California Air Resources Board""}]"
San Andreas,CALAVERAS,US,2017-02-26T08:00:00.000Z,2017-02-26T00:00:00-08:00,pm25,19,µg/m³,38.2019,-120.680603,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""California Air Resources Board""}]"
Colusa - Sunrise Blv,COLUSA,US,2017-02-26T08:00:00.000Z,2017-02-26T00:00:00-08:00,pm25,5,µg/m³,39.2031,-122.0169,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""California Air Resources Board""}]"
Concord,San Francisco-Oakland-Fremont,US,2017-02-26T08:00:00.000Z,2017-02-26T00:00:00-08:00,pm25,18,µg/m³,37.9383,-122.025,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""San Francisco Bay Area AQMD""}]"
Calexico - Ethel Str,El Centro,US,2017-02-26T08:00:00.000Z,2017-02-26T00:00:00-08:00,pm25,5,µg/m³,32.676102,-115.483299,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""California Air Resources Board""}]"
Mojave - 923 Poole S,Bakersfield,US,2017-02-26T08:00:00.000Z,2017-02-26T00:00:00-08:00,pm25,9,µg/m³,35.0506,-118.1464,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""California Air Resources Board""}]"
Bakersfield - Califo,Bakersfield,US,2017-02-26T08:00:00.000Z,2017-02-26T00:00:00-08:00,pm25,25,µg/m³,35.3561,-119.0403,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""California Air Resources Board""}]"
San Rafael,San Francisco-Oakland-Fremont,US,2017-02-26T08:00:00.000Z,2017-02-26T00:00:00-08:00,pm25,7,µg/m³,37.9722,-122.5189,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""San Francisco Bay Area AQMD""}]"
WIllits Justice Cent,Ukiah,US,2017-02-26T08:00:00.000Z,2017-02-26T00:00:00-08:00,pm25,16,µg/m³,39.411743,-123.352661,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Mendocino County AQMD""}]"
Napa - Jefferson St,Napa,US,2017-02-26T08:00:00.000Z,2017-02-26T00:00:00-08:00,pm25,17,µg/m³,38.3108,-122.295,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""San Francisco Bay Area AQMD""}]"
Roseville - N.Sunris,Sacramento--Arden-Arcade--Roseville,US,2017-02-26T08:00:00.000Z,2017-02-26T00:00:00-08:00,pm25,18,µg/m³,38.7458,-121.2653,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""California Air Resources Board""}]"
Nipomo Mesa CDF,SAN LUIS OBISPO,US,2017-02-26T08:00:00.000Z,2017-02-26T00:00:00-08:00,pm25,9,µg/m³,35.04676,-120.58777,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""San Luis Obispo County APCD""}]"
McMillan NCORE,WASHINGTON,US,2017-02-26T08:00:00.000Z,2017-02-26T03:00:00-05:00,pm25,8,µg/m³,38.921848,-77.013176,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""District of Columbia - Department of Energy and Environment""}]"
"Rangely, CO",RIO BLANCO,US,2017-02-26T08:00:00.000Z,2017-02-26T01:00:00-07:00,pm25,1,µg/m³,40.086941,-108.761002,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""National Park Service""}]"
Columbia,WARREN,US,2017-02-26T08:00:00.000Z,2017-02-26T03:00:00-05:00,pm25,4.6,µg/m³,40.924606,-75.067825,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""New Jersey Dept. of Environmental Protection""}]"
Chippewa Lake,Cleveland-Elyria-Mentor,US,2017-02-26T08:00:00.000Z,2017-02-26T03:00:00-05:00,pm25,9.4,µg/m³,41.0604,-81.9239,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ohio EPA-DAPC""}]"
Londonderry - Moose,ROCKINGHAM,US,2017-02-26T08:00:00.000Z,2017-02-26T03:00:00-05:00,pm25,-1,µg/m³,42.862531,-71.38014,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""New Hampshire Dept. of Environmental Services""}]"
Anderson-Eastside El,Anderson,US,2017-02-26T08:00:00.000Z,2017-02-26T03:00:00-05:00,pm25,6.8,µg/m³,40.125557,-85.652222,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Indiana Dept. of Environmental Management 2""}]"
Badlands,JACKSON,US,2017-02-26T08:00:00.000Z,2017-02-26T01:00:00-07:00,pm25,2.9,µg/m³,43.746944,-101.941109,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""South Dakota Department of Environmental and Natural Resources""}]"
Thibodaux,Houma-Bayou Cane-Thibodaux,US,2017-02-26T08:00:00.000Z,2017-02-26T02:00:00-06:00,pm25,12.4,µg/m³,29.7639,-90.7653,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Louisiana Department of Environmental Quality""}]"
Batavia,Cincinnati-Middletown,US,2017-02-26T08:00:00.000Z,2017-02-26T03:00:00-05:00,pm25,4.5,µg/m³,39.0828,-84.1441,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ohio EPA-DAPC""}]"
SYDNEY,Tampa-St. Petersburg-Clearwater,US,2017-02-26T08:00:00.000Z,2017-02-26T03:00:00-05:00,pm25,-2.6,µg/m³,27.5792,-82.1383,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Hillsborough County - Tampa""}]"
Pinehurst,SHOSHONE,US,2017-02-26T08:00:00.000Z,2017-02-26T00:00:00-08:00,pm25,11,µg/m³,47.536712,-116.236867,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Idaho Department of Environmental Quality""}]"
Garden Valley,BOISE,US,2017-02-26T08:00:00.000Z,2017-02-26T01:00:00-07:00,pm25,7.9,µg/m³,44.104498,-115.972386,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Idaho Department of Environmental Quality""}]"
Grangeville,IDAHO,US,2017-02-26T08:00:00.000Z,2017-02-26T00:00:00-08:00,pm25,2,µg/m³,45.931301,-116.115196,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Idaho Department of Environmental Quality""}]"
Bridgeport,Bridgeport-Stamford-Norwalk,US,2017-02-26T08:00:00.000Z,2017-02-26T03:00:00-05:00,pm25,0,µg/m³,41.171398,-73.195297,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Connecticut Dept. of Energy and Environmental Protection""}]"
Lacrosse-Hill St,Pullman,US,2017-02-26T08:00:00.000Z,2017-02-26T00:00:00-08:00,pm25,4,µg/m³,46.8153,-117.8739,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
Longview-30th Ave,Longview,US,2017-02-26T08:00:00.000Z,2017-02-26T00:00:00-08:00,pm25,7.9,µg/m³,46.1394,-122.9619,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
Moscow,Moscow,US,2017-02-26T08:00:00.000Z,2017-02-26T00:00:00-08:00,pm25,4,µg/m³,46.728199,-116.954597,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Idaho Department of Environmental Quality""}]"
LWATTOWR,Thomasville-Lexington,US,2017-02-26T08:00:00.000Z,2017-02-26T03:00:00-05:00,pm25,0.5,µg/m³,35.8142,-80.2633,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""North Carolina DEQ - Divison of Air Quality""}]"
Piney Run,GARRETT,US,2017-02-26T08:00:00.000Z,2017-02-26T03:00:00-05:00,pm25,10,µg/m³,39.705799,-79.011902,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Maryland Department of the Environment""}]"
Heritage Middle Scho,San Antonio,US,2017-02-26T08:00:00.000Z,2017-02-26T02:00:00-06:00,pm25,4.5,µg/m³,29.35291,-98.332838,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Texas Commission on Environmental Quality""}]"
Riverside,Chattanooga,US,2017-02-26T08:00:00.000Z,2017-02-26T03:00:00-05:00,pm25,5.7,µg/m³,35.0508,-85.2931,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Chattanooga-Hamilton County Air Pollution Control Bureau""}]"
BDED,Asheville,US,2017-02-26T08:00:00.000Z,2017-02-26T03:00:00-05:00,pm25,4.9,µg/m³,35.6075,-82.5833,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""North Carolina DEQ - Divison of Air Quality""}]"
Lake Sugema,VAN BUREN,US,2017-02-26T08:00:00.000Z,2017-02-26T02:00:00-06:00,pm25,6,µg/m³,40.693298,-92.006104,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Iowa DNR""}]"
SHELBY FARMS,Memphis,US,2017-02-26T08:00:00.000Z,2017-02-26T02:00:00-06:00,pm25,12.7,µg/m³,35.151588,-89.85022,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Memphis and Shelby County Health Department""}]"
Lebanon,LEBANON,US,2017-02-26T08:00:00.000Z,2017-02-26T03:00:00-05:00,pm25,7.1,µg/m³,40.33733,-76.383446,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Pennsylvania Dept. of Environmental Protection""}]"
Shelton-W Franklin,Shelton,US,2017-02-26T08:00:00.000Z,2017-02-26T00:00:00-08:00,pm25,2.5,µg/m³,47.213551,-123.100807,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
Omak-Colville Tribe,OKANOGAN,US,2017-02-26T08:00:00.000Z,2017-02-26T00:00:00-08:00,pm25,14,µg/m³,48.39999,-119.518959,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
Hattiesburg,Hattiesburg,US,2017-02-26T08:00:00.000Z,2017-02-26T02:00:00-06:00,pm25,9.8,µg/m³,31.322779,-89.287498,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Mississippi DEQ""}]"
Amanda  Elementary,BUTLER,US,2017-02-26T08:00:00.000Z,2017-02-26T03:00:00-05:00,pm25,3.9,µg/m³,39.478849,-84.407675,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ohio EPA-DAPC""}]"
Branch Street,ST. LOUIS (CITY),US,2017-02-26T08:00:00.000Z,2017-02-26T02:00:00-06:00,pm25,9.7,µg/m³,38.65643,-90.18977,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Missouri Department of Natural Resources""}]"
Yankee Road,BUTLER,US,2017-02-26T08:00:00.000Z,2017-02-26T03:00:00-05:00,pm25,4.8,µg/m³,39.472436,-84.394952,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ohio EPA-DAPC""}]"
West Duluth,Duluth,US,2017-02-26T08:00:00.000Z,2017-02-26T02:00:00-06:00,pm25,6,µg/m³,46.743889,-92.166946,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Minnesota Pollution Control Agency""}]"
Ponca City,KAY,US,2017-02-26T08:00:00.000Z,2017-02-26T02:00:00-06:00,pm25,11.1,µg/m³,36.697189,-97.081278,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Oklahoma Department of Environmental Quality""}]"
Eliza Howell- Roadwa,WAYNE,US,2017-02-26T08:00:00.000Z,2017-02-26T03:00:00-05:00,pm25,7,µg/m³,42.38599,-83.266319,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Michigan Department of Environmental Quality""}]"
Shoshone Bannock Tri,BANNOCK,US,2017-02-26T08:00:00.000Z,2017-02-26T01:00:00-07:00,pm25,3.4,µg/m³,42.589833,-112.458889,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Tribal Environmental Exchange Network""}]"
Horn Point,DORCHESTER,US,2017-02-26T08:00:00.000Z,2017-02-26T03:00:00-05:00,pm25,3,µg/m³,38.5876,-76.1408,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Maryland Department of the Environment""}]"
Camden Spruce St,Philadelphia-Camden-Wilmington,US,2017-02-26T08:00:00.000Z,2017-02-26T03:00:00-05:00,pm25,8.9,µg/m³,39.934446,-75.125291,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""New Jersey Dept. of Environmental Protection""}]"
Credit Union,Rapid City,US,2017-02-26T08:00:00.000Z,2017-02-26T01:00:00-07:00,pm25,5.2,µg/m³,44.087397,-103.273777,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""South Dakota Department of Environmental and Natural Resources""}]"
Anacortes-202 Ave (S,SKAGIT,US,2017-02-26T08:00:00.000Z,2017-02-26T00:00:00-08:00,pm25,6,µg/m³,48.52059,-122.61428,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
Bremerton-Spruce Ave,KITSAP,US,2017-02-26T08:00:00.000Z,2017-02-26T00:00:00-08:00,pm25,1.6,µg/m³,47.592675,-122.627397,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
Chico -  East,BUTTE,US,2017-02-26T08:00:00.000Z,2017-02-26T00:00:00-08:00,pm25,8,µg/m³,39.76161,-121.84048,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""California Air Resources Board""}]"
Fresno - Garland,FRESNO,US,2017-02-26T08:00:00.000Z,2017-02-26T00:00:00-08:00,pm25,26.5,µg/m³,36.785378,-119.773206,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""California Air Resources Board""}]"
Roosvelt,DUCHESNE,US,2017-02-26T08:00:00.000Z,2017-02-26T01:00:00-07:00,pm25,3.3,µg/m³,40.2943,-110.009,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Utah Department of Environmental Quality""}]"
Watertown,CODINGTON,US,2017-02-26T08:00:00.000Z,2017-02-26T02:00:00-06:00,pm25,6.2,µg/m³,44.89965,-97.128802,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""South Dakota Department of Environmental and Natural Resources""}]"
Research Farm,BROOKINGS,US,2017-02-26T08:00:00.000Z,2017-02-26T02:00:00-06:00,pm25,3.8,µg/m³,44.348604,-96.807299,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""South Dakota Department of Environmental and Natural Resources""}]"
Boulder Creek,Santa Cruz-Watsonville,US,2017-02-26T08:00:00.000Z,2017-02-26T00:00:00-08:00,pm25,16,µg/m³,37.125861,-122.122127,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Monterey Bay Unified APCD""}]"
Felton Cal-Fire,Santa Cruz-Watsonville,US,2017-02-26T08:00:00.000Z,2017-02-26T00:00:00-08:00,pm25,11,µg/m³,37.0481,-122.074603,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Monterey Bay Unified APCD""}]"
Wenatchee-Fifth St,CHELAN,US,2017-02-26T08:00:00.000Z,2017-02-26T00:00:00-08:00,pm25,10,µg/m³,47.43061,-120.34195,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
